ZCTA5,MEMI,CBSA,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,MPOP,MHU,MAREA,MAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,MPOPPCT,MHUPCT,MAREAPCT,MAREALANDPCT
91962,1,41740,1646,804,133722486,133722486,1646,804,133722486,133722486,3095313,1164786,11721468557,10895120648,100,100,100,100,0.05,0.07,1.14,1.23
91963,1,41740,1118,413,87130680,87130680,1118,413,87130680,87130680,3095313,1164786,11721468557,10895120648,100,100,100,100,0.04,0.04,0.74,0.8
91977,1,41740,58368,19167,25044841,25033285,58368,19167,25044841,25033285,3095313,1164786,11721468557,10895120648,100,100,100,100,1.89,1.65,0.21,0.23
91978,1,41740,8896,3159,17531088,16572908,8896,3159,17531088,16572908,3095313,1164786,11721468557,10895120648,100,100,100,100,0.29,0.27,0.15,0.15
91980,1,41740,165,49,9275957,9275957,165,49,9275957,9275957,3095313,1164786,11721468557,10895120648,100,100,100,100,0.01,0,0.08,0.09
92003,1,41740,4746,1995,45683215,44881644,4746,1995,45683215,44881644,3095313,1164786,11721468557,10895120648,100,100,100,100,0.15,0.17,0.39,0.41
92004,1,20940,5,22,1006947617,1006947617,3881,3288,1797855828,1796320407,174528,56067,11607600466,10817352524,0.13,0.67,56.01,56.06,0,0.04,8.67,9.31
92004,1,41740,3876,3266,790908211,789372790,3881,3288,1797855828,1796320407,3095313,1164786,11721468557,10895120648,99.87,99.33,43.99,43.94,0.13,0.28,6.75,7.25
92007,1,41740,10429,4765,7503442,6330084,10429,4765,7503442,6330084,3095313,1164786,11721468557,10895120648,100,100,100,100,0.34,0.41,0.06,0.06
92008,1,41740,27649,12799,30573749,26696113,27649,12799,30573749,26696113,3095313,1164786,11721468557,10895120648,100,100,100,100,0.89,1.1,0.26,0.25
92009,1,41740,40747,16059,33648860,32960924,40747,16059,33648860,32960924,3095313,1164786,11721468557,10895120648,100,100,100,100,1.32,1.38,0.29,0.3
92010,1,41740,14382,5711,21282121,20925397,14382,5711,21282121,20925397,3095313,1164786,11721468557,10895120648,100,100,100,100,0.46,0.49,0.18,0.19
92011,1,41740,22405,10036,18184276,17611529,22405,10036,18184276,17611529,3095313,1164786,11721468557,10895120648,100,100,100,100,0.72,0.86,0.16,0.16
92014,1,41740,13154,6755,16843256,15615216,13154,6755,16843256,15615216,3095313,1164786,11721468557,10895120648,100,100,100,100,0.42,0.58,0.14,0.14
92019,1,41740,42598,15838,71858827,69540477,42598,15838,71858827,69540477,3095313,1164786,11721468557,10895120648,100,100,100,100,1.38,1.36,0.61,0.64
92020,1,41740,57767,20894,28841078,28841078,57767,20894,28841078,28841078,3095313,1164786,11721468557,10895120648,100,100,100,100,1.87,1.79,0.25,0.26
92021,1,41740,65068,23881,77818150,77254882,65068,23881,77818150,77254882,3095313,1164786,11721468557,10895120648,100,100,100,100,2.1,2.05,0.66,0.71
92024,1,41740,49121,20991,45659826,43710390,49121,20991,45659826,43710390,3095313,1164786,11721468557,10895120648,100,100,100,100,1.59,1.8,0.39,0.4
92025,1,41740,49978,15781,58248837,57076472,49978,15781,58248837,57076472,3095313,1164786,11721468557,10895120648,100,100,100,100,1.61,1.35,0.5,0.52
92026,1,41740,48922,18178,96377487,96377487,48922,18178,96377487,96377487,3095313,1164786,11721468557,10895120648,100,100,100,100,1.58,1.56,0.82,0.88
92027,1,41740,53881,17051,164588274,163333206,53881,17051,164588274,163333206,3095313,1164786,11721468557,10895120648,100,100,100,100,1.74,1.46,1.4,1.5
92028,1,40140,49,12,2313698,2313698,46239,17325,245522969,244405303,4224851,1500344,70987027847,70611926170,0.11,0.07,0.94,0.95,0,0,0,0
92028,1,41740,46190,17313,243209271,242091605,46239,17325,245522969,244405303,3095313,1164786,11721468557,10895120648,99.89,99.93,99.06,99.05,1.49,1.49,2.07,2.22
92029,1,41740,19021,7364,62427223,61242380,19021,7364,62427223,61242380,3095313,1164786,11721468557,10895120648,100,100,100,100,0.61,0.63,0.53,0.56
92036,1,41740,3440,2227,462978160,462868130,3440,2227,462978160,462868130,3095313,1164786,11721468557,10895120648,100,100,100,100,0.11,0.19,3.95,4.25
92037,1,41740,46781,20162,39098651,33871798,46781,20162,39098651,33871798,3095313,1164786,11721468557,10895120648,100,100,100,100,1.51,1.73,0.33,0.31
92040,1,41740,41281,15610,172797073,166223863,41281,15610,172797073,166223863,3095313,1164786,11721468557,10895120648,100,100,100,100,1.33,1.34,1.47,1.53
92054,1,41740,40375,17924,33071354,30931473,40375,17924,33071354,30931473,3095313,1164786,11721468557,10895120648,100,100,100,100,1.3,1.54,0.28,0.28
92055,1,41740,15655,388,255039574,255039574,15655,388,255039574,255039574,3095313,1164786,11721468557,10895120648,100,100,100,100,0.51,0.03,2.18,2.34
92056,1,41740,51835,20128,32242249,32145434,51835,20128,32242249,32145434,3095313,1164786,11721468557,10895120648,100,100,100,100,1.67,1.73,0.28,0.3
92057,1,41740,54096,18860,40023291,39077390,54096,18860,40023291,39077390,3095313,1164786,11721468557,10895120648,100,100,100,100,1.75,1.62,0.34,0.36
92058,1,41740,42436,14431,77685344,73079229,42436,14431,77685344,73079229,3095313,1164786,11721468557,10895120648,100,100,100,100,1.37,1.24,0.66,0.67
92059,1,41740,1618,569,72142986,72142986,1618,569,72142986,72142986,3095313,1164786,11721468557,10895120648,100,100,100,100,0.05,0.05,0.62,0.66
92060,1,41740,218,217,185682214,180321664,218,217,185682214,180321664,3095313,1164786,11721468557,10895120648,100,100,100,100,0.01,0.02,1.58,1.66
92061,1,41740,2499,1097,102841863,102841863,2499,1097,102841863,102841863,3095313,1164786,11721468557,10895120648,100,100,100,100,0.08,0.09,0.88,0.94
92064,1,41740,47904,16752,106301730,106078295,47904,16752,106301730,106078295,3095313,1164786,11721468557,10895120648,100,100,100,100,1.55,1.44,0.91,0.97
92065,1,41740,35414,12708,428961978,427786922,35414,12708,428961978,427786922,3095313,1164786,11721468557,10895120648,100,100,100,100,1.14,1.09,3.66,3.93
92066,1,41740,378,211,51378283,51378283,378,211,51378283,51378283,3095313,1164786,11721468557,10895120648,100,100,100,100,0.01,0.02,0.44,0.47
92067,1,41740,9535,3990,58521219,58320346,9535,3990,58521219,58320346,3095313,1164786,11721468557,10895120648,100,100,100,100,0.31,0.34,0.5,0.54
92069,1,41740,46369,14538,42612345,42612345,46369,14538,42612345,42612345,3095313,1164786,11721468557,10895120648,100,100,100,100,1.5,1.25,0.36,0.39
92070,1,41740,1245,600,353487482,344918806,1245,600,353487482,344918806,3095313,1164786,11721468557,10895120648,100,100,100,100,0.04,0.05,3.02,3.17
92071,1,41740,53422,20052,46009726,45148259,53422,20052,46009726,45148259,3095313,1164786,11721468557,10895120648,100,100,100,100,1.73,1.72,0.39,0.41
92075,1,41740,12056,6163,10396372,9177835,12056,6163,10396372,9177835,3095313,1164786,11721468557,10895120648,100,100,100,100,0.39,0.53,0.09,0.08
92078,1,41740,42906,17034,43528331,43252983,42906,17034,43528331,43252983,3095313,1164786,11721468557,10895120648,100,100,100,100,1.39,1.46,0.37,0.4
92081,1,41740,27404,10840,22933235,22933235,27404,10840,22933235,22933235,3095313,1164786,11721468557,10895120648,100,100,100,100,0.89,0.93,0.2,0.21
92082,1,41740,19037,6711,318443651,318248357,19037,6711,318443651,318248357,3095313,1164786,11721468557,10895120648,100,100,100,100,0.62,0.58,2.72,2.92
92083,1,41740,36975,10982,14429010,14429010,36975,10982,14429010,14429010,3095313,1164786,11721468557,10895120648,100,100,100,100,1.19,0.94,0.12,0.13
92084,1,41740,47654,15562,67831242,67781555,47654,15562,67831242,67781555,3095313,1164786,11721468557,10895120648,100,100,100,100,1.54,1.34,0.58,0.62
92086,1,41740,1573,846,572059585,570899193,1573,846,572059585,570899193,3095313,1164786,11721468557,10895120648,100,100,100,100,0.05,0.07,4.88,5.24
92091,1,41740,1048,620,1697779,1696988,1048,620,1697779,1696988,3095313,1164786,11721468557,10895120648,100,100,100,100,0.03,0.05,0.01,0.02
92101,1,41740,37095,25169,12748437,12212329,37095,25169,12748437,12212329,3095313,1164786,11721468557,10895120648,100,100,100,100,1.2,2.16,0.11,0.11
92102,1,41740,43267,14987,11988531,11988531,43267,14987,11988531,11988531,3095313,1164786,11721468557,10895120648,100,100,100,100,1.4,1.29,0.1,0.11
92103,1,41740,31066,19080,9758123,9758123,31066,19080,9758123,9758123,3095313,1164786,11721468557,10895120648,100,100,100,100,1,1.64,0.08,0.09
92104,1,41740,44414,22325,9821555,9814957,44414,22325,9821555,9814957,3095313,1164786,11721468557,10895120648,100,100,100,100,1.43,1.92,0.08,0.09
92105,1,41740,69813,21744,14426494,14426494,69813,21744,14426494,14426494,3095313,1164786,11721468557,10895120648,100,100,100,100,2.26,1.87,0.12,0.13
92106,1,41740,19330,8322,16455710,14611356,19330,8322,16455710,14611356,3095313,1164786,11721468557,10895120648,100,100,100,100,0.62,0.71,0.14,0.13
92107,1,41740,28651,14493,9340510,8148687,28651,14493,9340510,8148687,3095313,1164786,11721468557,10895120648,100,100,100,100,0.93,1.24,0.08,0.07
92108,1,41740,18858,11601,11401844,11094650,18858,11601,11401844,11094650,3095313,1164786,11721468557,10895120648,100,100,100,100,0.61,1,0.1,0.1
92109,1,41740,45787,26216,30779916,19673788,45787,26216,30779916,19673788,3095313,1164786,11721468557,10895120648,100,100,100,100,1.48,2.25,0.26,0.18
92110,1,41740,25341,11426,12783884,12568206,25341,11426,12783884,12568206,3095313,1164786,11721468557,10895120648,100,100,100,100,0.82,0.98,0.11,0.12
92111,1,41740,45096,17268,21910604,21910604,45096,17268,21910604,21910604,3095313,1164786,11721468557,10895120648,100,100,100,100,1.46,1.48,0.19,0.2
92113,1,41740,56066,13196,13676394,13647793,56066,13196,13676394,13647793,3095313,1164786,11721468557,10895120648,100,100,100,100,1.81,1.13,0.12,0.13
92114,1,41740,65433,17930,21336471,21336471,65433,17930,21336471,21336471,3095313,1164786,11721468557,10895120648,100,100,100,100,2.11,1.54,0.18,0.2
92115,1,41740,58560,22754,16914627,16846299,58560,22754,16914627,16846299,3095313,1164786,11721468557,10895120648,100,100,100,100,1.89,1.95,0.14,0.15
92116,1,41740,31680,17122,8980826,8980826,31680,17122,8980826,8980826,3095313,1164786,11721468557,10895120648,100,100,100,100,1.02,1.47,0.08,0.08
92117,1,41740,51332,21466,22756330,22756330,51332,21466,22756330,22756330,3095313,1164786,11721468557,10895120648,100,100,100,100,1.66,1.84,0.19,0.21
92118,1,41740,23575,9633,24127708,20073884,23575,9633,24127708,20073884,3095313,1164786,11721468557,10895120648,100,100,100,100,0.76,0.83,0.21,0.18
92119,1,41740,23057,9853,18389739,17741735,23057,9853,18389739,17741735,3095313,1164786,11721468557,10895120648,100,100,100,100,0.74,0.85,0.16,0.16
92120,1,41740,26317,11411,17629645,17237652,26317,11411,17629645,17237652,3095313,1164786,11721468557,10895120648,100,100,100,100,0.85,0.98,0.15,0.16
92121,1,41740,4179,1752,31805186,31731008,4179,1752,31805186,31731008,3095313,1164786,11721468557,10895120648,100,100,100,100,0.14,0.15,0.27,0.29
92122,1,41740,43728,21058,41277715,41256867,43728,21058,41277715,41256867,3095313,1164786,11721468557,10895120648,100,100,100,100,1.41,1.81,0.35,0.38
92123,1,41740,26823,10760,21148247,21148247,26823,10760,21148247,21148247,3095313,1164786,11721468557,10895120648,100,100,100,100,0.87,0.92,0.18,0.19
92124,1,41740,30443,11445,27292841,27147056,30443,11445,27292841,27147056,3095313,1164786,11721468557,10895120648,100,100,100,100,0.98,0.98,0.23,0.25
92126,1,41740,73343,23820,32816606,32816606,73343,23820,32816606,32816606,3095313,1164786,11721468557,10895120648,100,100,100,100,2.37,2.05,0.28,0.3
92127,1,41740,39337,13748,58512372,57139789,39337,13748,58512372,57139789,3095313,1164786,11721468557,10895120648,100,100,100,100,1.27,1.18,0.5,0.52
92128,1,41740,47490,21265,28941850,28920353,47490,21265,28941850,28920353,3095313,1164786,11721468557,10895120648,100,100,100,100,1.53,1.83,0.25,0.27
92129,1,41740,51536,17439,36457658,36446661,51536,17439,36457658,36446661,3095313,1164786,11721468557,10895120648,100,100,100,100,1.66,1.5,0.31,0.33
92130,1,41740,48940,18272,47814802,47751334,48940,18272,47814802,47751334,3095313,1164786,11721468557,10895120648,100,100,100,100,1.58,1.57,0.41,0.44
92131,1,41740,32787,11832,65600464,65044859,32787,11832,65600464,65044859,3095313,1164786,11721468557,10895120648,100,100,100,100,1.06,1.02,0.56,0.6
92132,1,41740,0,0,88677,88677,0,0,88677,88677,3095313,1164786,11721468557,10895120648,0,0,100,100,0,0,0,0
92134,1,41740,198,13,479583,479583,198,13,479583,479583,3095313,1164786,11721468557,10895120648,100,100,100,100,0.01,0,0,0
92135,1,41740,571,0,1246194,1238371,571,0,1246194,1238371,3095313,1164786,11721468557,10895120648,100,0,100,100,0.02,0,0.01,0.01
92139,1,41740,35125,10629,9392108,9392108,35125,10629,9392108,9392108,3095313,1164786,11721468557,10895120648,100,100,100,100,1.13,0.91,0.08,0.09
92140,1,41740,3435,7,1736166,1654884,3435,7,1736166,1654884,3095313,1164786,11721468557,10895120648,100,100,100,100,0.11,0,0.01,0.02
92145,1,41740,1449,407,8673008,8673008,1449,407,8673008,8673008,3095313,1164786,11721468557,10895120648,100,100,100,100,0.05,0.03,0.07,0.08
92147,1,41740,559,1,249799,249799,559,1,249799,249799,3095313,1164786,11721468557,10895120648,100,100,100,100,0.02,0,0,0
92154,1,41740,79708,21206,97703995,95724135,79708,21206,97703995,95724135,3095313,1164786,11721468557,10895120648,100,100,100,100,2.58,1.82,0.83,0.88
92155,1,41740,550,0,576863,576863,550,0,576863,576863,3095313,1164786,11721468557,10895120648,100,0,100,100,0.02,0,0,0.01
92173,1,41740,29429,7870,13634617,13102503,29429,7870,13634617,13102503,3095313,1164786,11721468557,10895120648,100,100,100,100,0.95,0.68,0.12,0.12
92201,1,40140,61827,22207,58667257,58667257,61827,22207,58667257,58667257,4224851,1500344,70987027847,70611926170,100,100,100,100,1.46,1.48,0.08,0.08
92203,1,40140,25605,11667,45348802,45348802,25605,11667,45348802,45348802,4224851,1500344,70987027847,70611926170,100,100,100,100,0.61,0.78,0.06,0.06
92210,1,40140,4677,4830,34294366,33811381,4677,4830,34294366,33811381,4224851,1500344,70987027847,70611926170,100,100,100,100,0.11,0.32,0.05,0.05
92211,1,40140,24294,19948,39351083,38994202,24294,19948,39351083,38994202,4224851,1500344,70987027847,70611926170,100,100,100,100,0.58,1.33,0.06,0.06
92220,1,40140,31638,13061,321659435,321659435,31638,13061,321659435,321659435,4224851,1500344,70987027847,70611926170,100,100,100,100,0.75,0.87,0.45,0.46
92222,1,20940,45,25,4094711,4094711,45,25,4094711,4094711,174528,56067,11607600466,10817352524,100,100,100,100,0.03,0.04,0.04,0.04
92223,1,40140,43605,15916,112349093,112349093,43605,15916,112349093,112349093,4224851,1500344,70987027847,70611926170,100,100,100,100,1.03,1.06,0.16,0.16
92225,1,20940,21,49,7133471,7011934,24310,8288,1561506243,1551578846,174528,56067,11607600466,10817352524,0.09,0.59,0.46,0.45,0.01,0.09,0.06,0.06
92225,1,40140,24289,8239,1554372772,1544566912,24310,8288,1561506243,1551578846,4224851,1500344,70987027847,70611926170,99.91,99.41,99.54,99.55,0.57,0.55,2.19,2.19
92227,1,20940,26234,8709,1437270831,1400818602,26234,8709,1437270831,1400818602,174528,56067,11607600466,10817352524,100,100,100,100,15.03,15.53,12.38,12.95
92230,1,40140,2550,938,39619253,39227350,2550,938,39619253,39227350,4224851,1500344,70987027847,70611926170,100,100,100,100,0.06,0.06,0.06,0.06
92231,1,20940,39073,10826,147857937,147857937,39073,10826,147857937,147857937,174528,56067,11607600466,10817352524,100,100,100,100,22.39,19.31,1.27,1.37
92233,1,20940,8099,1270,580189683,390193486,8099,1270,580189683,390193486,174528,56067,11607600466,10817352524,100,100,100,100,4.64,2.27,5,3.61
92234,1,40140,51151,20958,41413525,40748005,51151,20958,41413525,40748005,4224851,1500344,70987027847,70611926170,100,100,100,100,1.21,1.4,0.06,0.06
92236,1,40140,41083,9968,56675825,56675825,41083,9968,56675825,56675825,4224851,1500344,70987027847,70611926170,100,100,100,100,0.97,0.66,0.08,0.08
92239,1,40140,223,171,371349379,371315907,223,171,371349379,371315907,4224851,1500344,70987027847,70611926170,100,100,100,100,0.01,0.01,0.52,0.53
92240,1,40140,34722,14481,95615408,94744237,34722,14481,95615408,94744237,4224851,1500344,70987027847,70611926170,100,100,100,100,0.82,0.97,0.13,0.13
92241,1,40140,8803,6283,357983824,357735466,8803,6283,357983824,357735466,4224851,1500344,70987027847,70611926170,100,100,100,100,0.21,0.42,0.5,0.51
92242,1,40140,1539,1681,84060178,81078293,1539,1681,84060178,81078293,4224851,1500344,70987027847,70611926170,100,100,100,100,0.04,0.11,0.12,0.11
92243,1,20940,48030,16217,285782229,285619001,48030,16217,285782229,285619001,174528,56067,11607600466,10817352524,100,100,100,100,27.52,28.92,2.46,2.64
92249,1,20940,7334,2006,55571652,55571652,7334,2006,55571652,55571652,174528,56067,11607600466,10817352524,100,100,100,100,4.2,3.58,0.48,0.51
92250,1,20940,8285,2828,1074815585,1074803683,8285,2828,1074815585,1074803683,174528,56067,11607600466,10817352524,100,100,100,100,4.75,5.04,9.26,9.94
92251,1,20940,21583,5572,516854205,516794503,21583,5572,516854205,516794503,174528,56067,11607600466,10817352524,100,100,100,100,12.37,9.94,4.45,4.78
92252,1,40140,9647,5343,232864515,232864515,9647,5343,232864515,232864515,4224851,1500344,70987027847,70611926170,100,100,100,100,0.23,0.36,0.33,0.33
92253,1,40140,37262,23339,91707396,90562562,37262,23339,91707396,90562562,4224851,1500344,70987027847,70611926170,100,100,100,100,0.88,1.56,0.13,0.13
92254,1,40140,12768,3093,126937367,120923509,12768,3093,126937367,120923509,4224851,1500344,70987027847,70611926170,100,100,100,100,0.3,0.21,0.18,0.17
92256,1,40140,3588,2030,202140548,202140548,3588,2030,202140548,202140548,4224851,1500344,70987027847,70611926170,100,100,100,100,0.08,0.14,0.28,0.29
92257,1,20940,2326,1832,2124236548,1926668603,2326,1832,2124236548,1926668603,174528,56067,11607600466,10817352524,100,100,100,100,1.33,3.27,18.3,17.81
92258,1,40140,861,483,27385636,27385636,861,483,27385636,27385636,4224851,1500344,70987027847,70611926170,100,100,100,100,0.02,0.03,0.04,0.04
92259,1,20940,390,526,839509108,839509108,390,526,839509108,839509108,174528,56067,11607600466,10817352524,100,100,100,100,0.22,0.94,7.23,7.76
92260,1,40140,31753,22799,73941143,73550542,31753,22799,73941143,73550542,4224851,1500344,70987027847,70611926170,100,100,100,100,0.75,1.52,0.1,0.1
92262,1,40140,26179,18306,95022254,94913381,26179,18306,95022254,94913381,4224851,1500344,70987027847,70611926170,100,100,100,100,0.62,1.22,0.13,0.13
92264,1,40140,19383,17140,136002847,135416980,19383,17140,136002847,135416980,4224851,1500344,70987027847,70611926170,100,100,100,100,0.46,1.14,0.19,0.19
92266,1,20940,234,293,845970832,844205809,234,293,845970832,844205809,174528,56067,11607600466,10817352524,100,100,100,100,0.13,0.52,7.29,7.8
92267,1,40140,126,144,45182854,42219456,126,144,45182854,42219456,4224851,1500344,70987027847,70611926170,100,100,100,100,0,0.01,0.06,0.06
92268,1,40140,574,482,209375318,209375318,574,482,209375318,209375318,4224851,1500344,70987027847,70611926170,100,100,100,100,0.01,0.03,0.29,0.3
92270,1,40140,17220,14244,70089231,69080773,17220,14244,70089231,69080773,4224851,1500344,70987027847,70611926170,100,100,100,100,0.41,0.95,0.1,0.1
92273,1,20940,1823,583,18023410,18008987,1823,583,18023410,18008987,174528,56067,11607600466,10817352524,100,100,100,100,1.04,1.04,0.16,0.17
92274,1,20940,3950,1928,259284242,174774411,19801,5980,548090031,463283412,174528,56067,11607600466,10817352524,19.95,32.24,47.31,37.73,2.26,3.44,2.23,1.62
92274,1,40140,15851,4052,288805789,288509001,19801,5980,548090031,463283412,4224851,1500344,70987027847,70611926170,80.05,67.76,52.69,62.27,0.38,0.27,0.41,0.41
92275,1,20940,1506,986,423149944,161556469,1506,986,423149944,161556469,174528,56067,11607600466,10817352524,100,100,100,100,0.86,1.76,3.65,1.49
92276,1,40140,7585,3552,75942945,75942945,7585,3552,75942945,75942945,4224851,1500344,70987027847,70611926170,100,100,100,100,0.18,0.24,0.11,0.11
92277,1,40140,23911,11910,3613024451,3612971124,23911,11910,3613024451,3612971124,4224851,1500344,70987027847,70611926170,100,100,100,100,0.57,0.79,5.09,5.12
92278,1,40140,3846,141,2073334,2073334,3846,141,2073334,2073334,4224851,1500344,70987027847,70611926170,100,100,100,100,0.09,0.01,0,0
92280,1,40140,14,17,430175691,430175691,14,17,430175691,430175691,4224851,1500344,70987027847,70611926170,100,100,100,100,0,0,0.61,0.61
92281,1,20940,2432,746,36940498,36940498,2432,746,36940498,36940498,174528,56067,11607600466,10817352524,100,100,100,100,1.39,1.33,0.32,0.34
92282,1,40140,1239,607,189656965,184159720,1239,607,189656965,184159720,4224851,1500344,70987027847,70611926170,100,100,100,100,0.03,0.04,0.27,0.26
92283,1,20940,3158,1649,1943967963,1925975513,3158,1649,1943967963,1925975513,174528,56067,11607600466,10817352524,100,100,100,100,1.81,2.94,16.75,17.8
92284,1,40140,25095,11943,285498917,285498917,25095,11943,285498917,285498917,4224851,1500344,70987027847,70611926170,100,100,100,100,0.59,0.8,0.4,0.4
92285,1,40140,2632,2517,442938529,442938529,2632,2517,442938529,442938529,4224851,1500344,70987027847,70611926170,100,100,100,100,0.06,0.17,0.62,0.63
92301,1,40140,32725,9470,441599761,441599761,32725,9470,441599761,441599761,4224851,1500344,70987027847,70611926170,100,100,100,100,0.77,0.63,0.62,0.63
92304,1,40140,17,23,106622766,106622766,17,23,106622766,106622766,4224851,1500344,70987027847,70611926170,100,100,100,100,0,0,0.15,0.15
92305,1,40140,535,629,258971564,258935678,535,629,258971564,258935678,4224851,1500344,70987027847,70611926170,100,100,100,100,0.01,0.04,0.36,0.37
92307,1,40140,37630,14125,440434073,439979786,37630,14125,440434073,439979786,4224851,1500344,70987027847,70611926170,100,100,100,100,0.89,0.94,0.62,0.62
92308,1,40140,39837,15613,242436886,241377618,39837,15613,242436886,241377618,4224851,1500344,70987027847,70611926170,100,100,100,100,0.94,1.04,0.34,0.34
92309,1,40140,763,317,414966003,414966003,763,317,414966003,414966003,4224851,1500344,70987027847,70611926170,100,100,100,100,0.02,0.02,0.58,0.59
92310,1,40140,8845,2487,7978142,7978142,8845,2487,7978142,7978142,4224851,1500344,70987027847,70611926170,100,100,100,100,0.21,0.17,0.01,0.01
92311,1,40140,31894,13151,643323963,643300849,31894,13151,643323963,643300849,4224851,1500344,70987027847,70611926170,100,100,100,100,0.75,0.88,0.91,0.91
92313,1,40140,12025,4645,9031618,9031618,12025,4645,9031618,9031618,4224851,1500344,70987027847,70611926170,100,100,100,100,0.28,0.31,0.01,0.01
92314,1,40140,10162,9153,79870136,79825161,10162,9153,79870136,79825161,4224851,1500344,70987027847,70611926170,100,100,100,100,0.24,0.61,0.11,0.11
92315,1,40140,5094,10066,33473232,32920520,5094,10066,33473232,32920520,4224851,1500344,70987027847,70611926170,100,100,100,100,0.12,0.67,0.05,0.05
92316,1,40140,30830,7527,28485146,28471052,30830,7527,28485146,28471052,4224851,1500344,70987027847,70611926170,100,100,100,100,0.73,0.5,0.04,0.04
92320,1,40140,7788,3654,27723531,27723531,7788,3654,27723531,27723531,4224851,1500344,70987027847,70611926170,100,100,100,100,0.18,0.24,0.04,0.04
92321,1,40140,1522,1393,16972133,16848477,1522,1393,16972133,16848477,4224851,1500344,70987027847,70611926170,100,100,100,100,0.04,0.09,0.02,0.02
92322,1,40140,1257,886,7748282,7748282,1257,886,7748282,7748282,4224851,1500344,70987027847,70611926170,100,100,100,100,0.03,0.06,0.01,0.01
92324,1,40140,56505,17685,78280851,76425832,56505,17685,78280851,76425832,4224851,1500344,70987027847,70611926170,100,100,100,100,1.34,1.18,0.11,0.11
92325,1,40140,9391,6309,26496305,26133660,9391,6309,26496305,26133660,4224851,1500344,70987027847,70611926170,100,100,100,100,0.22,0.42,0.04,0.04
92327,1,40140,632,369,73724216,73100942,632,369,73724216,73100942,4224851,1500344,70987027847,70611926170,100,100,100,100,0.01,0.02,0.1,0.1
92328,2,13860,445,331,1828881348,1815795755,445,331,1828881348,1815795755,18546,9478,26487562274,26368354217,100,100,100,100,2.4,3.49,6.9,6.89
92332,1,40140,65,93,2317385871,2317385871,65,93,2317385871,2317385871,4224851,1500344,70987027847,70611926170,100,100,100,100,0,0.01,3.26,3.28
92333,1,40140,472,992,10806936,10806936,472,992,10806936,10806936,4224851,1500344,70987027847,70611926170,100,100,100,100,0.01,0.07,0.02,0.02
92335,1,40140,95397,24246,44947371,44875990,95397,24246,44947371,44875990,4224851,1500344,70987027847,70611926170,100,100,100,100,2.26,1.62,0.06,0.06
92336,1,40140,88419,23271,64661745,64412146,88419,23271,64661745,64412146,4224851,1500344,70987027847,70611926170,100,100,100,100,2.09,1.55,0.09,0.09
92337,1,40140,37849,9851,36072725,36072725,37849,9851,36072725,36072725,4224851,1500344,70987027847,70611926170,100,100,100,100,0.9,0.66,0.05,0.05
92338,1,40140,12,5,625042067,625042067,12,5,625042067,625042067,4224851,1500344,70987027847,70611926170,100,100,100,100,0,0,0.88,0.89
92339,1,40140,885,716,27378444,27378444,885,716,27378444,27378444,4224851,1500344,70987027847,70611926170,100,100,100,100,0.02,0.05,0.04,0.04
92341,1,40140,410,1096,18343968,18302549,410,1096,18343968,18302549,4224851,1500344,70987027847,70611926170,100,100,100,100,0.01,0.07,0.03,0.03
92342,1,40140,6379,3107,275089663,273172272,6379,3107,275089663,273172272,4224851,1500344,70987027847,70611926170,100,100,100,100,0.15,0.21,0.39,0.39
92344,1,40140,20769,6421,99727163,99727163,20769,6421,99727163,99727163,4224851,1500344,70987027847,70611926170,100,100,100,100,0.49,0.43,0.14,0.14
92345,1,40140,78715,25758,213039752,212434496,78715,25758,213039752,212434496,4224851,1500344,70987027847,70611926170,100,100,100,100,1.86,1.72,0.3,0.3
92346,1,40140,54923,17999,66144171,65812826,54923,17999,66144171,65812826,4224851,1500344,70987027847,70611926170,100,100,100,100,1.3,1.2,0.09,0.09
92347,1,40140,1692,790,380633301,379685444,1692,790,380633301,379685444,4224851,1500344,70987027847,70611926170,100,100,100,100,0.04,0.05,0.54,0.54
92352,1,40140,8004,8544,28037236,24991240,8004,8544,28037236,24991240,4224851,1500344,70987027847,70611926170,100,100,100,100,0.19,0.57,0.04,0.04
92354,1,40140,21559,8594,12644554,12642182,21559,8594,12644554,12642182,4224851,1500344,70987027847,70611926170,100,100,100,100,0.51,0.57,0.02,0.02
92356,1,40140,6455,3494,1019909691,1019909691,6455,3494,1019909691,1019909691,4224851,1500344,70987027847,70611926170,100,100,100,100,0.15,0.23,1.44,1.44
92358,1,40140,707,457,51241437,51241437,707,457,51241437,51241437,4224851,1500344,70987027847,70611926170,100,100,100,100,0.02,0.03,0.07,0.07
92359,1,40140,8103,3058,44557727,43165372,8103,3058,44557727,43165372,4224851,1500344,70987027847,70611926170,100,100,100,100,0.19,0.2,0.06,0.06
92363,1,40140,5321,3976,541287415,513292031,5321,3976,541287415,513292031,4224851,1500344,70987027847,70611926170,100,100,100,100,0.13,0.27,0.76,0.73
92364,1,40140,90,100,1331683169,1331683169,90,100,1331683169,1331683169,4224851,1500344,70987027847,70611926170,100,100,100,100,0,0.01,1.88,1.89
92365,1,40140,2637,1393,449604416,447096417,2637,1393,449604416,447096417,4224851,1500344,70987027847,70611926170,100,100,100,100,0.06,0.09,0.63,0.63
